No. of actors: 2
Average kernel executation time: 49.9633μs   NOTE: First kernel time has been disregarded
Total execution time: 7449795μs


Actor ID | Time to Reach Destination (ms)
-----------------------------------------
       0 |                          5313
       1 |                          6992


Timestep | Average Force (N)
----------------------------
      1895 |                     44
      1896 |                     44
      1897 |                     44
      1898 |                     44
      1899 |                     43
      1900 |                    112
      1901 |                     47
      1902 |                     43
      1903 |                     42
      1904 |                     44
      1905 |                     43
      1906 |                     45
      1907 |                     62
      1908 |                    100
      1909 |                     50
      1910 |                     48
      1911 |                     51
      1912 |                     48
      1913 |                     45
      1914 |                     50
      1915 |                     48
      1916 |                     47
      1917 |                     45
      1918 |                     48
      1919 |                     47
      1920 |                     93
      1921 |                     46
      1922 |                     50
      1923 |                     45
      1924 |                     47
      1925 |                     48
      1926 |                     47
      1927 |                     47
      1928 |                     57
      1929 |                     48
      1930 |                     47
      1931 |                     52
      1932 |                     47
      1933 |                     48
      1934 |                     48
      1935 |                     47
      1936 |                     48
      1937 |                     46
      1938 |                     47
      1939 |                     45
      1940 |                     74
      1941 |                     49
      1942 |                     47
      1943 |                     47
      1944 |                     46
      1945 |                     46
      1946 |                     47
      1947 |                     47
      1948 |                     44
      1949 |                     46
      1950 |                     51
      1951 |                     61
      1952 |                     55
      1953 |                     51
      1954 |                     49
      1955 |                     48
      1956 |                     46
      1957 |                     54
      1958 |                     59
      1959 |                    125
      1960 |                     93
      1961 |                     49
      1962 |                     60
      1963 |                     49
      1964 |                     49
      1965 |                     50
      1966 |                     47
      1967 |                     43
      1968 |                     49
      1969 |                     50
      1970 |                     50
      1971 |                     52
      1972 |                     52
      1973 |                     56
      1974 |                     50
      1975 |                     48
      1976 |                     47
      1977 |                     41
      1978 |                     45
      1979 |                     48
      1980 |                     62
      1981 |                     46
      1982 |                     46
      1983 |                     45
      1984 |                     41
      1985 |                     46
      1986 |                     46
      1987 |                     46
      1988 |                     51
      1989 |                     46
      1990 |                     44
      1991 |                     51
      1992 |                     58
      1993 |                     42
      1994 |                     45
      1995 |                     44
      1996 |                     44
      1997 |                     44
      1998 |                     50
      1999 |                     45
      2000 |                     63
      2001 |                     44
      2002 |                     44
      2003 |                     44
      2004 |                     44
      2005 |                     44
      2006 |                     44
      2007 |                     48
      2008 |                     44
      2009 |                     42
      2010 |                     45
      2011 |                     44
      2012 |                     46
      2013 |                     43
      2014 |                     44
      2015 |                     47
      2016 |                     44
      2017 |                     50
      2018 |                     44
      2019 |                     44
      2020 |                     76
      2021 |                     43
      2022 |                     44
      2023 |                     42
      2024 |                     44
      2025 |                     43
      2026 |                     45
      2027 |                     44
      2028 |                     43
      2029 |                     42
      2030 |                     42
      2031 |                     41
      2032 |                     44
      2033 |                     45
      2034 |                     42
      2035 |                     44
      2036 |                     44
      2037 |                     50
      2038 |                     46
      2039 |                     45
      2040 |                     74
      2041 |                     44
      2042 |                     44
      2043 |                     42
      2044 |                     45
      2045 |                     48
      2046 |                     47
      2047 |                     63
      2048 |                     46
      2049 |                     44
      2050 |                     53
      2051 |                     48
      2052 |                     47
      2053 |                     45
      2054 |                     46
      2055 |                     47
      2056 |                     47
      2057 |                     46
      2058 |                     44
      2059 |                     44
      2060 |                     83
      2061 |                     45
      2062 |                     43
      2063 |                     42
      2064 |                     45
      2065 |                     43
      2066 |                     46
      2067 |                     44
      2068 |                     43
      2069 |                     44
      2070 |                     42
      2071 |                     43
      2072 |                     50
      2073 |                     49
      2074 |                     44
      2075 |                     89
      2076 |                     51
      2077 |                     44
      2078 |                     43
      2079 |                     45
      2080 |                     76
      2081 |                     44
      2082 |                     43
      2083 |                     45
      2084 |                     43
      2085 |                     41
      2086 |                     47
      2087 |                     46
      2088 |                     54
      2089 |                     46
      2090 |                     41
      2091 |                     46
      2092 |                     46
      2093 |                     45
      2094 |                     41
      2095 |                     44
      2096 |                     47
      2097 |                     41
      2098 |                     46
      2099 |                     43
      2100 |                     78
      2101 |                     47
      2102 |                     41
      2103 |                     46
      2104 |                     48
      2105 |                     69
      2106 |                     59
      2107 |                     49
      2108 |                     45
      2109 |                     45
      2110 |                     44
      2111 |                     46
      2112 |                     44
      2113 |                     44
      2114 |                     42
      2115 |                     51
      2116 |                     43
      2117 |                     49
      2118 |                     44
      2119 |                     45
      2120 |                     75
      2121 |                     46
      2122 |                     45
      2123 |                     44
      2124 |                     46
      2125 |                     47
      2126 |                     46
      2127 |                     44
      2128 |                     87
      2129 |                     69
      2130 |                     44
      2131 |                     45
      2132 |                     44
      2133 |                     44
      2134 |                     96
      2135 |                     58
      2136 |                     46
      2137 |                     49
      2138 |                     47
      2139 |                     46
      2140 |                     76
      2141 |                     46
      2142 |                     52
      2143 |                     52
      2144 |                     59
      2145 |                     42
      2146 |                     45
      2147 |                     44
      2148 |                     52
      2149 |                     46
      2150 |                     44
      2151 |                     55
      2152 |                     47
      2153 |                     49
      2154 |                     92
      2155 |                     49
      2156 |                     49
      2157 |                     44
      2158 |                     48
      2159 |                     48
      2160 |                     75
      2161 |                     54
      2162 |                     50
      2163 |                     48
      2164 |                     63
      2165 |                     44
      2166 |                     59
      2167 |                     46
      2168 |                     49
      2169 |                     46
      2170 |                     44
      2171 |                     46
      2172 |                     86
      2173 |                     86
      2174 |                     56
      2175 |                     50
      2176 |                     46
      2177 |                     42
      2178 |                     46
      2179 |                     48
      2180 |                     61
      2181 |                     48
      2182 |                     43
      2183 |                     44
      2184 |                     46
      2185 |                     45
      2186 |                     47
      2187 |                     45
      2188 |                     46
      2189 |                     46
      2190 |                     47
      2191 |                     46
      2192 |                     41
      2193 |                     48
      2194 |                     45
      2195 |                     55
      2196 |                     62
      2197 |                     45
      2198 |                     59
      2199 |                     49
      2200 |                     65
      2201 |                     47
      2202 |                     47
      2203 |                     44
      2204 |                     47
      2205 |                     43
      2206 |                     44
      2207 |                     46
      2208 |                     55
      2209 |                     43
      2210 |                     46
      2211 |                     47
      2212 |                     88
      2213 |                     47
      2214 |                     55
      2215 |                     56
      2216 |                     91
      2217 |                     60
      2218 |                     50
      2219 |                     47
      2220 |                     64
      2221 |                     46
      2222 |                     48
      2223 |                     47
      2224 |                     45
      2225 |                     42
      2226 |                     47
      2227 |                     45
      2228 |                     46
      2229 |                     42
      2230 |                     45
      2231 |                     42
      2232 |                     44
      2233 |                     45
      2234 |                     46
      2235 |                     46
      2236 |                     47
      2237 |                     46
      2238 |                     58
      2239 |                     59
      2240 |                     65
      2241 |                     51
      2242 |                     46
      2243 |                     48
      2244 |                     46
      2245 |                     41
      2246 |                     43
      2247 |                     44
      2248 |                     45
      2249 |                     40
      2250 |                     45
      2251 |                     45
      2252 |                     51
      2253 |                     45
      2254 |                     45
      2255 |                     46
      2256 |                     45
      2257 |                     44
      2258 |                     44
      2259 |                     42
      2260 |                     82
      2261 |                     46
      2262 |                     58
      2263 |                     42
      2264 |                     44
      2265 |                     43
      2266 |                     43
      2267 |                     44
      2268 |                     46
      2269 |                     47
      2270 |                     44
      2271 |                     92
      2272 |                     48
      2273 |                     45
      2274 |                     50
      2275 |                     55
      2276 |                     45
      2277 |                     42
      2278 |                     44
      2279 |                     48
      2280 |                     73
      2281 |                     55
      2282 |                     56
      2283 |                     50
      2284 |                     56
      2285 |                     53
      2286 |                     46
      2287 |                     42
      2288 |                     46
      2289 |                     46
      2290 |                     50
      2291 |                     52
      2292 |                     48
      2293 |                     53
      2294 |                     48
      2295 |                     47
      2296 |                     46
      2297 |                     46
      2298 |                     41
      2299 |                     43
      2300 |                     73
      2301 |                     44
      2302 |                     61
      2303 |                     52
      2304 |                     50
      2305 |                     48
      2306 |                     47
      2307 |                     47
      2308 |                     46
      2309 |                     46
      2310 |                     50
      2311 |                     46
      2312 |                     48
      2313 |                     45
      2314 |                     43
      2315 |                     44
      2316 |                     46
      2317 |                     44
      2318 |                     44
      2319 |                     41
      2320 |                     75
      2321 |                     62
      2322 |                     47
      2323 |                     47
      2324 |                     45
      2325 |                     48
      2326 |                     48
      2327 |                     45
      2328 |                     44
      2329 |                     89
      2330 |                     46
      2331 |                     47
      2332 |                     47
      2333 |                     47
      2334 |                     45
      2335 |                     46
      2336 |                     47
      2337 |                     46
      2338 |                     45
      2339 |                     50
      2340 |                     76
      2341 |                     45
      2342 |                     41
      2343 |                     50
      2344 |                     45
      2345 |                     45
      2346 |                     54
      2347 |                     49
      2348 |                     48
      2349 |                     56
      2350 |                     43
      2351 |                     47
      2352 |                     47
      2353 |                     58
      2354 |                     51
      2355 |                     47
      2356 |                     51
      2357 |                     45
      2358 |                     47
      2359 |                     52
      2360 |                     86
      2361 |                     45
      2362 |                     46
      2363 |                     46
      2364 |                     46
      2365 |                     46
      2366 |                     45
      2367 |                     44
      2368 |                     53
      2369 |                     49
      2370 |                     48
      2371 |                     46
      2372 |                     49
      2373 |                     52
      2374 |                     47
      2375 |                     58
      2376 |                     57
      2377 |                     57
      2378 |                     64
      2379 |                     48
      2380 |                     74
      2381 |                     47
      2382 |                     45
      2383 |                     45
      2384 |                     54
      2385 |                     45
      2386 |                     61
      2387 |                     50
      2388 |                     57
      2389 |                     44
      2390 |                     48
      2391 |                     49
      2392 |                     56
      2393 |                     46
      2394 |                     54
      2395 |                     47
      2396 |                     51
      2397 |                     47
      2398 |                     48
      2399 |                     44
      2400 |                     63
      2401 |                     45
      2402 |                     47
      2403 |                     55
      2404 |                     50
      2405 |                     45
      2406 |                     45
      2407 |                     44
      2408 |                     44
      2409 |                     41
      2410 |                     50
      2411 |                     50
      2412 |                     44
      2413 |                     49
      2414 |                     46
      2415 |                     47
      2416 |                     43
      2417 |                     47
      2418 |                     53
      2419 |                     52
      2420 |                     77
      2421 |                     46
      2422 |                     52
      2423 |                     53
      2424 |                     48
      2425 |                     44
      2426 |                     43
      2427 |                     54
      2428 |                     52
      2429 |                     47
      2430 |                     65
      2431 |                     44
      2432 |                     48
      2433 |                     45
      2434 |                     44
      2435 |                     51
      2436 |                     44
      2437 |                     44
      2438 |                     43
      2439 |                     49
      2440 |                     61
      2441 |                     42
      2442 |                     44
      2443 |                     44
      2444 |                     43
      2445 |                     47
      2446 |                     43
      2447 |                     44
      2448 |                     44
      2449 |                     41
      2450 |                     45
      2451 |                     45
      2452 |                     51
      2453 |                     42
      2454 |                     44
      2455 |                     44
      2456 |                     43
      2457 |                     43
      2458 |                     44
      2459 |                     43
      2460 |                     61
      2461 |                     44
      2462 |                     43
      2463 |                     44
      2464 |                     43
      2465 |                     43
      2466 |                     42
      2467 |                     45
      2468 |                     42
      2469 |                     43
      2470 |                     42
      2471 |                     43
      2472 |                     43
      2473 |                     43
      2474 |                     57
      2475 |                     51
      2476 |                     50
      2477 |                     50
      2478 |                     44
      2479 |                     44
      2480 |                     70
      2481 |                     44
      2482 |                     44
      2483 |                     45
      2484 |                     44
      2485 |                     43
      2486 |                     44
      2487 |                     44
      2488 |                     43
      2489 |                     44
      2490 |                     49
      2491 |                     46
      2492 |                     44
      2493 |                     44
      2494 |                     43
      2495 |                     44
      2496 |                     49
      2497 |                     43
      2498 |                     44
      2499 |                     44
      2500 |                     75
      2501 |                     44
      2502 |                     44
      2503 |                     47
      2504 |                     42
      2505 |                     43
      2506 |                     50
      2507 |                     43
      2508 |                     45
      2509 |                     44
      2510 |                     43
      2511 |                     45
      2512 |                     44
      2513 |                     44
      2514 |                     44
      2515 |                     43
      2516 |                     43
      2517 |                     44
      2518 |                     42
      2519 |                     55
      2520 |                     75
      2521 |                     43
      2522 |                     44
      2523 |                     43
      2524 |                     43
      2525 |                     49
      2526 |                     43
      2527 |                     42
      2528 |                     44
      2529 |                     44
      2530 |                     45
      2531 |                     49
      2532 |                     42
      2533 |                     44
      2534 |                     47
      2535 |                     41
      2536 |                     43
      2537 |                     43
      2538 |                     45
      2539 |                     44
      2540 |                     85
      2541 |                     46
      2542 |                     44
      2543 |                     44
      2544 |                     44
      2545 |                     43
      2546 |                     42
      2547 |                     42
      2548 |                     42
      2549 |                     43
      2550 |                     43
      2551 |                     42
      2552 |                     42
      2553 |                     45
      2554 |                     45
      2555 |                     41
      2556 |                     45
      2557 |                     44
      2558 |                     45
      2559 |                     43
      2560 |                     74
      2561 |                     43
      2562 |                     48
      2563 |                     55
      2564 |                     45
      2565 |                     44
      2566 |                     47
      2567 |                     47
      2568 |                     44
      2569 |                     49
      2570 |                     46
      2571 |                     44
      2572 |                     47
      2573 |                     45
      2574 |                     44
      2575 |                     44
      2576 |                     44
      2577 |                     49
      2578 |                     43
      2579 |                     60
      2580 |                     73
      2581 |                     42
      2582 |                     43
      2583 |                     43
      2584 |                     44
      2585 |                     44
      2586 |                     65
      2587 |                     51
      2588 |                     48
      2589 |                     42
      2590 |                     53
      2591 |                     46
      2592 |                     45
      2593 |                     44
      2594 |                     43
      2595 |                     42
      2596 |                     47
      2597 |                     44
      2598 |                     47
      2599 |                     47
      2600 |                     84
      2601 |                     46
      2602 |                     49
      2603 |                     48
      2604 |                     46
      2605 |                     42
      2606 |                     48
      2607 |                     43
      2608 |                     75
      2609 |                     50
      2610 |                     79
      2611 |                     49
      2612 |                     47
      2613 |                     50
      2614 |                     47
      2615 |                     57
      2616 |                     65
      2617 |                     64
      2618 |                     48
      2619 |                     53
      2620 |                     73
      2621 |                     54
      2622 |                     54
      2623 |                     53
      2624 |                     46
      2625 |                     46
      2626 |                     47
      2627 |                     46
      2628 |                     51
      2629 |                     51
      2630 |                     49
      2631 |                     58
      2632 |                     61
      2633 |                     59
      2634 |                     48
      2635 |                     46
      2636 |                     44
      2637 |                     48
      2638 |                     64
      2639 |                     46
      2640 |                     68
      2641 |                     44
      2642 |                     46
      2643 |                     48
      2644 |                     44
      2645 |                     45
      2646 |                     45
      2647 |                     46
      2648 |                     46
      2649 |                     44
      2650 |                     45
      2651 |                     48
      2652 |                     59
      2653 |                     49
      2654 |                     45
      2655 |                     45
      2656 |                     46
      2657 |                     46
      2658 |                     46
      2659 |                     46
      2660 |                     74
      2661 |                     48
      2662 |                     47
      2663 |                     48
      2664 |                     48
      2665 |                     44
      2666 |                     60
      2667 |                     46
      2668 |                     46
      2669 |                     45
      2670 |                     45
      2671 |                     47
      2672 |                     47
      2673 |                     47
      2674 |                     78
      2675 |                     55
      2676 |                     47
      2677 |                     47
      2678 |                     51
      2679 |                     51
      2680 |                     79
      2681 |                     47
      2682 |                     51
      2683 |                     48
      2684 |                     49
      2685 |                     44
      2686 |                     47
      2687 |                     48
      2688 |                     47
      2689 |                     50
      2690 |                     45
      2691 |                     45
      2692 |                     45
      2693 |                     86
      2694 |                     46
      2695 |                     49
      2696 |                     51
      2697 |                     47
      2698 |                     45
      2699 |                     44
      2700 |                     82
      2701 |                     48
      2702 |                     48
      2703 |                     51
      2704 |                     50
      2705 |                     47
      2706 |                     43
      2707 |                     73
      2708 |                     55
      2709 |                     43
      2710 |                     67
      2711 |                     49
      2712 |                     47
      2713 |                     45
      2714 |                     46
      2715 |                     45
      2716 |                     47
      2717 |                     53
      2718 |                     57
      2719 |                     50
      2720 |                     90
      2721 |                     46
      2722 |                     50
      2723 |                     67
      2724 |                     46
      2725 |                     49
      2726 |                     43
      2727 |                     49
      2728 |                     44
      2729 |                     48
      2730 |                     47
      2731 |                     45
      2732 |                     46
      2733 |                     46
      2734 |                     45
      2735 |                     48
      2736 |                     47
      2737 |                     47
      2738 |                     46
      2739 |                     47
      2740 |                     78
      2741 |                     54
      2742 |                     49
      2743 |                     47
      2744 |                     47
      2745 |                     46
      2746 |                     46
      2747 |                     45
      2748 |                     46
      2749 |                     45
      2750 |                     47
      2751 |                     45
      2752 |                     47
      2753 |                     45
      2754 |                     48
      2755 |                     46
      2756 |                     48
      2757 |                     45
      2758 |                     47
      2759 |                     48
      2760 |                     82
      2761 |                     46
      2762 |                     45
      2763 |                     45
      2764 |                     64
      2765 |                     49
      2766 |                     55
      2767 |                     47
      2768 |                     50
      2769 |                     47
      2770 |                     47
      2771 |                     45
      2772 |                     46
      2773 |                     48
      2774 |                     50
      2775 |                     46
      2776 |                     46
      2777 |                     46
      2778 |                     45
      2779 |                     51
      2780 |                     80
      2781 |                     45
      2782 |                     45
      2783 |                     48
      2784 |                     68
      2785 |                     48
      2786 |                     48
      2787 |                     46
      2788 |                     46
      2789 |                     45
      2790 |                     47
      2791 |                     45
      2792 |                     47
      2793 |                     74
      2794 |                     47
      2795 |                     44
      2796 |                     46
      2797 |                     46
      2798 |                     44
      2799 |                     45
      2800 |                     78
      2801 |                     44
      2802 |                     52
      2803 |                     49
      2804 |                     46
      2805 |                     45
      2806 |                     46
      2807 |                     46
      2808 |                     50
      2809 |                     47
      2810 |                     48
      2811 |                     44
      2812 |                     43
      2813 |                     48
      2814 |                     44
      2815 |                     44
      2816 |                     43
      2817 |                     44
      2818 |                     44
      2819 |                     41
      2820 |                     99
      2821 |                     50
      2822 |                     51
      2823 |                     46
      2824 |                     51
      2825 |                     48
      2826 |                     48
      2827 |                     49
      2828 |                     50
      2829 |                     59
      2830 |                     49
      2831 |                     51
      2832 |                     52
      2833 |                     53
      2834 |                     52
      2835 |                     44
      2836 |                     55
      2837 |                     50
      2838 |                     54
      2839 |                     50
      2840 |                     71
      2841 |                     51
      2842 |                     63
      2843 |                     57
      2844 |                     47
      2845 |                     46
      2846 |                     57
      2847 |                     59
      2848 |                     46
      2849 |                     50
      2850 |                     44
      2851 |                     48
      2852 |                     44
      2853 |                     59
      2854 |                     58
      2855 |                     54
      2856 |                     54
      2857 |                     53
      2858 |                     51
      2859 |                     50
      2860 |                     70
      2861 |                     58
      2862 |                     48
      2863 |                     45
      2864 |                     49
      2865 |                     42
      2866 |                     51
      2867 |                     45
      2868 |                     44
      2869 |                     47
      2870 |                     47
      2871 |                     63
      2872 |                     46
      2873 |                     49
      2874 |                     48
      2875 |                     46
      2876 |                     50
      2877 |                     48
      2878 |                     47
      2879 |                     50
      2880 |                     70
      2881 |                     47
      2882 |                     47
      2883 |                     51
      2884 |                     45
      2885 |                     47
      2886 |                     47
      2887 |                     47
      2888 |                     48
      2889 |                     48
      2890 |                     54
      2891 |                     51
      2892 |                     48
      2893 |                     51
      2894 |                     49
      2895 |                     57
      2896 |                     56
      2897 |                     58
      2898 |                     49
      2899 |                     52
      2900 |                     71
      2901 |                     49
      2902 |                     45
      2903 |                     45
      2904 |                     44
      2905 |                     43
      2906 |                     43
      2907 |                     44
      2908 |                     46
      2909 |                     45
      2910 |                     46
      2911 |                     51
      2912 |                     51
      2913 |                     44
      2914 |                     49
      2915 |                     49
      2916 |                     48
      2917 |                     43
      2918 |                     51
      2919 |                     47
      2920 |                     79
      2921 |                     80
      2922 |                     67
      2923 |                     56
      2924 |                     52
      2925 |                     52
      2926 |                     46
      2927 |                     52
      2928 |                     52
      2929 |                     50
      2930 |                     50
      2931 |                     55
      2932 |                     48
      2933 |                     52
      2934 |                     50
      2935 |                     44
      2936 |                     49
      2937 |                     48
      2938 |                     45
      2939 |                     46
      2940 |                    118
      2941 |                     49
      2942 |                     61
      2943 |                     97
      2944 |                     53
      2945 |                     58
      2946 |                     53
      2947 |                     49
      2948 |                     48
      2949 |                     48
      2950 |                     50
      2951 |                     50
      2952 |                     48
      2953 |                     48
      2954 |                     51
      2955 |                     45
      2956 |                     46
      2957 |                     56
      2958 |                     54
      2959 |                     53
      2960 |                     86
      2961 |                     48
      2962 |                     48
      2963 |                     47
      2964 |                     53
      2965 |                     47
      2966 |                     48
      2967 |                     51
      2968 |                     50
      2969 |                     48
      2970 |                     47
      2971 |                     46
      2972 |                     54
      2973 |                     58
      2974 |                     51
      2975 |                     49
      2976 |                     44
      2977 |                     45
      2978 |                     44
      2979 |                     44
      2980 |                     79
      2981 |                     58
      2982 |                     63
      2983 |                     51
      2984 |                     47
      2985 |                     44
      2986 |                     44
      2987 |                     44
      2988 |                     44
      2989 |                     45
      2990 |                     44
      2991 |                     48
      2992 |                     50
      2993 |                     46
      2994 |                     50
      2995 |                     43
      2996 |                     45
      2997 |                     45
      2998 |                     47
      2999 |                     50
      3000 |                     94
      3001 |                     49
      3002 |                     49
      3003 |                     58
      3004 |                     46
      3005 |                     42
      3006 |                     45
      3007 |                     46
      3008 |                     48
      3009 |                     48
      3010 |                     47
      3011 |                     54
      3012 |                     50
      3013 |                     48
      3014 |                     44
      3015 |                     42
      3016 |                     42
      3017 |                     44
      3018 |                     44
      3019 |                     44
      3020 |                     75
      3021 |                     47
      3022 |                     47
      3023 |                     49
      3024 |                     49
      3025 |                     66
      3026 |                     51
      3027 |                     63
      3028 |                     45
      3029 |                     43
      3030 |                     44
      3031 |                     45
      3032 |                     44
      3033 |                     43
      3034 |                     44
      3035 |                     44
      3036 |                     46
      3037 |                     43
      3038 |                     43
      3039 |                     43
      3040 |                     75
      3041 |                     54
      3042 |                     47
      3043 |                     46
      3044 |                     45
      3045 |                     44
      3046 |                     44
      3047 |                     51
      3048 |                     49
      3049 |                     45
      3050 |                     44
      3051 |                     51
      3052 |                     41
      3053 |                     45
      3054 |                     47
      3055 |                     44
      3056 |                     43
      3057 |                     44
      3058 |                     43
      3059 |                     43
      3060 |                     66
      3061 |                     46
      3062 |                     48
      3063 |                     44
      3064 |                     44
      3065 |                     45
      3066 |                     44
      3067 |                     43
      3068 |                     51
      3069 |                     43
      3070 |                     51
      3071 |                     45
      3072 |                     43
      3073 |                     45
      3074 |                     45
      3075 |                     43
      3076 |                     45
      3077 |                     44
      3078 |                     44
      3079 |                     44
      3080 |                     67
      3081 |                     44
      3082 |                     52
      3083 |                     51
      3084 |                     45
      3085 |                     43
      3086 |                     44
      3087 |                     47
      3088 |                     44
      3089 |                     45
      3090 |                     50
      3091 |                     49
      3092 |                     46
      3093 |                     53
      3094 |                     44
      3095 |                     44
      3096 |                     44
      3097 |                     44
      3098 |                     61
      3099 |                     44
      3100 |                     63
      3101 |                     46
      3102 |                     46
      3103 |                     44
      3104 |                     42
      3105 |                     42
      3106 |                     42
      3107 |                     42
      3108 |                     41
      3109 |                     45
      3110 |                     45
      3111 |                     43
      3112 |                     42
      3113 |                     50
      3114 |                     48
      3115 |                     46
      3116 |                     44
      3117 |                     43
      3118 |                     45
      3119 |                     68
      3120 |                     78
      3121 |                     44
      3122 |                     71
      3123 |                     42
      3124 |                     43
      3125 |                     42
      3126 |                     44
      3127 |                     44
      3128 |                     45
      3129 |                     46
      3130 |                     43
      3131 |                     44
      3132 |                     47
      3133 |                     53
      3134 |                     46
      3135 |                     51
      3136 |                     48
      3137 |                     50
      3138 |                     54
      3139 |                     48
      3140 |                     83
      3141 |                     44
      3142 |                     44
      3143 |                     43
      3144 |                     43
